month,day,weekday,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn,transactionID,sourceAccountID,targetAccountID,timestamp,fan_in_bins_2-3,fan_in_bins_3-inf,fan_out_bins_2-3,fan_out_bins_3-inf,degree_in_bins_2-3,degree_in_bins_3-inf,degree_out_bins_2-3,degree_out_bins_3-inf,scatter-gather_bins_2-3,scatter-gather_bins_3-inf,temp-cycle_bins_2-3,temp-cycle_bins_3-inf,source_fan_out,source_deg_out,source_ratio_out,source_avg_col3_out,source_sum_col3_out,source_var_col3_out,source_skew_col3_out,source_kurtosis_col3_out,source_fan_in,source_deg_in,source_ratio_in,source_avg_col3_in,source_sum_col3_in,source_var_col3_in,source_skew_col3_in,source_kurtosis_col3_in,dest_fan_out,dest_deg_out,dest_ratio_out,dest_avg_col3_out,dest_sum_col3_out,dest_var_col3_out,dest_skew_col3_out,dest_kurtosis_col3_out,dest_fan_in,dest_deg_in,dest_ratio_in,dest_avg_col3_in,dest_sum_col3_in,dest_var_col3_in,dest_skew_col3_in,dest_kurtosis_col3_in
10,1,Thursday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,26.95,80.0,32454.89,local,local_1,,,0,201.0,1.0,204.0,44481.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,55396.42105263157,1052532.0,174783139.92797786,0.0420302294145434,1.903128405109181
10,2,Friday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,17.5,80.0,32454.89,local,local_1,,,0,111027016.0,1.0,62.0,39699.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,47713.66666666666,143141.0,37434091.55555556,-0.2828766451651079,1.4999999999999991
10,4,Sunday,outbound,OTHER,OTHER,taxes,other,other,8.62,80.0,32454.89,local,local_1,,,0,202.0,1.0,221.0,85095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,6.166666666666667,58482.16216216217,2163840.0,375175756.1358656,-0.1407989068848027,1.5573968333146928
10,6,Tuesday,outbound,CARD,Visa/Mastercard,shopping,other,other,22.37,80.0,32454.89,local,local_1,,,0,203.0,1.0,158.0,44115.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,48223.333333333336,289340.0,71976805.55555555,0.6128190999102401,1.5
10,7,Wednesday,outbound,CARD,Visa/Mastercard,transportation,car,fuel,43.92,80.0,32454.89,local,local_1,,,0,204.0,1.0,135.0,33315.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,46677.5,93355.0,178556406.25,0.0,1.0
10,8,Thursday,outbound,CARD,Visa/Mastercard,shopping,clothing,other,12.8,80.0,32454.89,local,local_1,,,0,205.0,1.0,110.0,44115.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,50501.22222222222,454511.0,110731974.17283954,0.7115487598912252,2.2684676013241165
10,8,Thursday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,420.0,80.0,32454.89,local,local_1,,,0,116360132.0,1.0,67.0,45658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,60998.16666666666,365989.0,172955871.1388889,-0.6834415161228204,1.650188506370802
10,8,Thursday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,34.88,80.0,32454.89,local,local_1,,,0,206.0,1.0,208.0,82738.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,62099.333333333336,745192.0,224618011.0555555,-0.4417780510734621,2.024205544826508
10,9,Friday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,640.0,80.0,32454.89,local,local_1,,,0,77112533.0,1.0,50.0,66527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,62119.66666666666,186359.0,77517110.22222222,-0.6254376147651509,1.4999999999999996
10,12,Monday,outbound,CARD,Visa/Mastercard,shopping,other,other,21.7,80.0,32454.89,local,local_1,,,0,207.0,1.0,158.0,44115.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,48223.333333333336,289340.0,71976805.55555555,0.6128190999102401,1.5
10,12,Monday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,585.0,80.0,32454.89,local,local_1,,,0,57052273.0,1.0,41.0,69821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,50453.0,201812.0,130530872.0,1.0152171185243517,2.2164212898905884
10,13,Tuesday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,475.0,80.0,32454.89,local,local_1,,,0,177770272.0,1.0,10.0,20412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,5.0,48.0,9.6,56735.875,2723322.0,534594012.2760417,-0.7648952081496511,2.4098266833510134,1.0,1.0,1.0,20412.0,20412.0,0.0,0.0,0.0
10,15,Thursday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,25.45,80.0,32454.89,local,local_1,,,0,208.0,1.0,204.0,71450.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,55396.42105263157,1052532.0,174783139.92797786,0.0420302294145434,1.903128405109181
10,16,Friday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,30.8,80.0,32454.89,local,local_1,,,0,180736559.0,1.0,11.0,43824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,33481.0,66962.0,106977649.0,0.0,1.0
10,16,Friday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,15.45,80.0,32454.89,local,local_1,,,0,209.0,1.0,206.0,79016.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,50360.72727272728,553968.0,256952995.107438,0.3607090255553432,1.63178979940525
10,19,Monday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,625.0,80.0,32454.89,local,local_1,,,0,95067665.0,1.0,56.0,29496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29496.0,29496.0,0.0,0.0,0.0
10,22,Thursday,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,80.0,32454.89,local,local_1,,,0,211.0,1.0,97.0,7397.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,42733.0,256398.0,551623386.3333334,-0.2379570070295803,1.5833320124863408
10,22,Thursday,outbound,SDD,BACS,utilities,phone_internet,other,20.04,80.0,32454.89,local,local_1,,,0,210.0,1.0,185.0,73038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,47863.0,430767.0,605317998.4444444,-0.2653224453761376,1.554370908110808
10,22,Thursday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,22.48,80.0,32454.89,local,local_1,,,0,212.0,1.0,204.0,79077.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,55396.42105263157,1052532.0,174783139.92797786,0.0420302294145434,1.903128405109181
10,24,Saturday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,17.29,80.0,32454.89,local,local_1,,,0,213.0,1.0,220.0,63640.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,62429.833333333336,1123737.0,190713654.2499999,-0.6229996474374155,2.41137355617709
10,28,Wednesday,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,80.0,32454.89,local,local_1,,,0,215.0,1.0,97.0,19252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,42733.0,256398.0,551623386.3333334,-0.2379570070295803,1.5833320124863408
10,28,Wednesday,outbound,OTHER,OTHER,other_expenses,other,other,540.0,80.0,32454.89,local,local_1,,,0,214.0,1.0,159.0,62080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52673,-0.6099360441125831,2.821914233525591
10,28,Wednesday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,12.41,80.0,32454.89,local,local_1,,,0,216.0,1.0,220.0,71450.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,62429.833333333336,1123737.0,190713654.2499999,-0.6229996474374155,2.41137355617709
10,28,Wednesday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,738.0,80.0,32454.89,local,local_1,,,0,145339381.0,1.0,76.0,77418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,55320.125,442561.0,317168455.10937494,-0.3471447424359994,1.507625673236521
10,29,Thursday,outbound,CARD,Visa/Mastercard,shopping,other,other,37.0,80.0,32454.89,local,local_1,,,0,217.0,1.0,158.0,40515.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,48223.333333333336,289340.0,71976805.55555555,0.6128190999102401,1.5
11,2,Monday,inbound,WIRE TRANSFER,BACS,income,pension,other,1025.0,80.0,32454.89,local,local_1,,,0,218.0,1.0,160.0,48.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,35.285714285714285,741.0,287.3469387755102,-0.3527722050231137,1.6745855258910127
11,2,Monday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,94.5,80.0,32454.89,local,local_1,,,0,56338212.0,1.0,39.0,52993.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,52993.0,52993.0,0.0,0.0,0.0
11,2,Monday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,150.0,80.0,32454.89,local,local_1,,,0,56015222.0,1.0,37.0,72379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,69287.5,138575.0,9557372.25,0.0,1.0
11,5,Thursday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,21.79,80.0,32454.89,local,local_1,,,0,219.0,1.0,204.0,63823.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,55396.42105263157,1052532.0,174783139.92797786,0.0420302294145434,1.903128405109181
11,8,Sunday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,14.39,80.0,32454.89,local,local_1,,,0,220.0,1.0,204.0,48081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,55396.42105263157,1052532.0,174783139.92797786,0.0420302294145434,1.903128405109181
11,9,Monday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,37.21,80.0,32454.89,local,local_1,,,0,221.0,1.0,220.0,40332.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,62429.833333333336,1123737.0,190713654.2499999,-0.6229996474374155,2.41137355617709
11,10,Tuesday,outbound,CARD,Visa/Mastercard,home,other,other,48.4,80.0,32454.89,local,local_1,,,0,222.0,1.0,141.0,40515.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,40515.0,40515.0,0.0,0.0,0.0
11,12,Thursday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1221.6,80.0,32454.89,local,local_1,,,0,78792263.0,1.0,51.0,29643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29643.0,29643.0,0.0,0.0,0.0
11,12,Thursday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,299.06,80.0,32454.89,local,local_1,,,0,76220986.0,1.0,49.0,39354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,39354.0,39354.0,0.0,0.0,0.0
11,12,Thursday,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,14.8,80.0,32454.89,local,local_1,,,0,223.0,1.0,168.0,40332.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,57004.5,228018.0,95042600.25,-1.0718345579930504,2.260478590902437
11,13,Friday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,120.78,80.0,32454.89,local,local_1,,,0,175247170.0,1.0,8.0,60563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,55172.5,110345.0,29057490.25,0.0,1.0
11,15,Sunday,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,8.89,80.0,32454.89,local,local_1,,,0,224.0,1.0,174.0,43932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,56525.6,565256.0,301573410.84000003,0.3145486704325788,1.292603934509577
11,17,Tuesday,outbound,OTHER,OTHER,other_expenses,other,other,268.3,80.0,32454.89,local,local_1,,,0,225.0,1.0,159.0,67228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52673,-0.6099360441125831,2.821914233525591
11,19,Thursday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,24.75,80.0,32454.89,local,local_1,,,0,226.0,1.0,204.0,44481.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,55396.42105263157,1052532.0,174783139.92797786,0.0420302294145434,1.903128405109181
11,20,Friday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,133.0,80.0,32454.89,local,local_1,,,0,56638096.0,1.0,40.0,57354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,43899.5,87799.0,181023570.25,0.0,1.0
11,22,Sunday,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,500.0,80.0,32454.89,local,local_1,,,0,227.0,1.0,93.0,34584.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,34584.0,34584.0,0.0,0.0,0.0
11,22,Sunday,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,270.0,80.0,32454.89,local,local_1,,,0,121326581.0,1.0,71.0,42389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,303.0,3.1237113402061856,51144.74257425743,15496857.0,379768900.7390128,-0.6193223917900552,3.166405123807225,2.0,32.0,16.0,41092.14705882353,1397133.0,737401323.3019031,-0.0383005119323114,1.9301313741286044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,38550.5,231303.0,49396367.24999998,-0.9865640619355444,2.7349218299019378
