transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id
165,1,8,16,Sunday,12,15,15,outbound,CARD,Visa/Mastercard,home,decorations_plants_garden,other,14.0,gardening_14
98070420,1,8,16,Sunday,19,37,35,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,250.0,577124
184976298,1,8,16,Sunday,20,13,12,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1614.6,1088058
121326496,1,8,20,Thursday,9,45,10,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,630.0,713783
167,1,8,20,Thursday,18,45,45,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,20.15,supermarket_groceries_15
168,1,8,23,Sunday,2,45,20,outbound,SDD,BACS,utilities,phone_internet,other,20.04,phone_internet_4
169,1,8,23,Sunday,19,21,21,outbound,OTHER,OTHER,other_expenses,other,other,402.0,other_1
170,1,8,24,Monday,9,6,6,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,20.55,supermarket_groceries_15
171,1,8,24,Monday,11,12,12,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,30.0,pharmacy_46
167119287,1,8,24,Monday,19,57,23,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,96.0,982949
181619116,1,8,25,Tuesday,4,31,46,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,gift,other,576.0,1068361
172,1,8,25,Tuesday,17,45,45,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,16.0,supermarket_groceries_134
145339346,1,8,25,Tuesday,20,9,36,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,180.0,854469
174,1,8,27,Thursday,14,27,27,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,18.94,supermarket_groceries_134
173,1,8,27,Thursday,16,40,40,outbound,CARD,Visa/Mastercard,transportation,car,fuel,50.0,fuel_61
145339348,1,8,27,Thursday,18,10,16,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,64.8,854469
175,1,8,30,Sunday,14,27,27,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,25.0,supermarket_groceries_134
178,1,9,1,Tuesday,0,0,7,inbound,WIRE TRANSFER,BACS,income,pension,other,1025.0,pension_1
177,1,9,1,Tuesday,10,37,42,inbound,WIRE TRANSFER,FPS,taxes,vehicle_stamp_duty,car_stamp_duty,266.2,taxes_1
176,1,9,1,Tuesday,10,37,42,inbound,WIRE TRANSFER,FPS,legal_expenses,fines,other,7.95,legal_expenses_47
120471110,1,9,2,Wednesday,13,45,20,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,146.1,708741
179,1,9,3,Thursday,18,47,47,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,25.45,supermarket_groceries_15
180,1,9,7,Monday,2,3,17,outbound,OTHER,OTHER,other_expenses,other,other,2.0,other_1
181,1,9,7,Monday,9,36,24,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,2000.0,911036
116360117,1,9,8,Tuesday,19,0,19,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,420.0,684741
182,1,9,10,Thursday,11,35,56,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,cash_7
111694277,1,9,10,Thursday,20,10,55,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,720.0,657341
183,1,9,13,Sunday,17,22,2,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,cash_183
184,1,9,14,Monday,18,50,50,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,34.8,pharmacy_63
186,1,9,15,Tuesday,14,27,27,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,18.07,supermarket_groceries_134
187,1,9,15,Tuesday,16,40,40,outbound,CARD,Visa/Mastercard,shopping,clothing,other,23.95,clothing_50
57217136,1,9,15,Tuesday,17,31,24,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,864.0,336818
185,1,9,15,Tuesday,21,10,3,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,cash_154
99036816,1,9,16,Wednesday,14,43,17,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,3006.4,582826
56015202,1,9,17,Thursday,18,23,16,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,50.0,329677
189,1,9,20,Sunday,10,37,42,outbound,WIRE TRANSFER,FPS,home,condominium,other,397.4,condominium_1
188,1,9,20,Sunday,11,58,50,outbound,OTHER,OTHER,other_expenses,other,other,1.0,other_1
190,1,9,20,Sunday,18,12,20,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,cash_154
191,1,9,21,Monday,4,58,21,outbound,SDD,BACS,utilities,phone_internet,other,20.04,phone_internet_4
65806041,1,9,21,Monday,6,29,2,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6000.0,387148
192,1,9,21,Monday,17,45,45,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,31.45,pharmacy_63
193,1,9,22,Tuesday,19,56,56,outbound,CARD,Visa/Mastercard,shopping,clothing,other,29.0,clothing_50
194,1,9,23,Wednesday,19,21,29,outbound,CARD,Visa/Mastercard,professional_services,public_administration_services,postal_services,39.0,public_administration_services_18
195,1,9,24,Thursday,21,12,46,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,82.56,electricity_gas_bill_7
196,1,9,27,Sunday,17,47,47,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,19.54,supermarket_groceries_176
167321345,1,9,27,Sunday,22,18,56,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,350.0,984157
197,1,9,28,Monday,11,15,15,outbound,CARD,Visa/Mastercard,shopping,clothing,other,16.79,clothing_50
198,1,9,30,Wednesday,11,15,15,outbound,CARD,Visa/Mastercard,home,decorations_plants_garden,other,15.6,gardening_11
200,1,10,1,Thursday,0,0,49,inbound,WIRE TRANSFER,BACS,income,pension,other,1025.0,pension_1
199,1,10,1,Thursday,0,21,48,outbound,OTHER,OTHER,commissions_bank_fees,other,other,4.25,bank_commission_1
201,1,10,1,Thursday,12,21,21,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,26.95,supermarket_groceries_134
111027016,1,10,2,Friday,11,1,39,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,17.5,653383
202,1,10,4,Sunday,23,38,15,outbound,OTHER,OTHER,taxes,other,other,8.62,taxes_1
203,1,10,6,Tuesday,12,15,15,outbound,CARD,Visa/Mastercard,shopping,other,other,22.37,online_shopping_14
204,1,10,7,Wednesday,9,15,15,outbound,CARD,Visa/Mastercard,transportation,car,fuel,43.92,fuel_61
205,1,10,8,Thursday,12,15,15,outbound,CARD,Visa/Mastercard,shopping,clothing,other,12.8,clothing_50
116360132,1,10,8,Thursday,12,40,58,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,420.0,684741
206,1,10,8,Thursday,22,58,58,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,34.88,supermarket_groceries_176
77112533,1,10,9,Friday,18,28,47,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,640.0,453791
207,1,10,12,Monday,12,15,15,outbound,CARD,Visa/Mastercard,shopping,other,other,21.7,online_shopping_14
57052273,1,10,12,Monday,19,23,41,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,585.0,335863
177770272,1,10,13,Tuesday,5,40,12,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,475.0,1045642
208,1,10,15,Thursday,19,50,50,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,25.45,supermarket_groceries_134
180736559,1,10,16,Friday,12,10,24,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,30.8,1063158
209,1,10,16,Friday,21,56,56,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,15.45,supermarket_groceries_15
95067665,1,10,19,Monday,8,11,36,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,625.0,559516
211,1,10,22,Thursday,2,3,17,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,cash_52
210,1,10,22,Thursday,20,17,18,outbound,SDD,BACS,utilities,phone_internet,other,20.04,phone_internet_4
212,1,10,22,Thursday,21,57,57,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,22.48,supermarket_groceries_134
213,1,10,24,Saturday,17,40,40,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,17.29,supermarket_groceries_82
215,1,10,28,Wednesday,5,20,52,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,cash_52
214,1,10,28,Wednesday,17,14,40,outbound,OTHER,OTHER,other_expenses,other,other,540.0,other_1
216,1,10,28,Wednesday,19,50,50,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,12.41,supermarket_groceries_82
145339381,1,10,28,Wednesday,21,30,18,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,738.0,854469
217,1,10,29,Thursday,11,15,15,outbound,CARD,Visa/Mastercard,shopping,other,other,37.0,online_shopping_14
218,1,11,2,Monday,0,0,48,inbound,WIRE TRANSFER,BACS,income,pension,other,1025.0,pension_1
56338212,1,11,2,Monday,14,43,13,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,94.5,331573
56015222,1,11,2,Monday,20,6,19,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,150.0,329677
219,1,11,5,Thursday,17,43,43,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,21.79,supermarket_groceries_134
220,1,11,8,Sunday,13,21,21,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,14.39,supermarket_groceries_134
221,1,11,9,Monday,11,12,12,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,37.21,supermarket_groceries_82
222,1,11,10,Tuesday,11,15,15,outbound,CARD,Visa/Mastercard,home,other,other,48.4,furniture_16
78792263,1,11,12,Thursday,8,14,3,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1221.6,463575
76220986,1,11,12,Thursday,10,55,54,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,299.06,448585
223,1,11,12,Thursday,11,12,12,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,14.8,pharmacy_16
175247170,1,11,13,Friday,16,49,23,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,120.78,1030777
224,1,11,15,Sunday,12,12,12,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,8.89,pharmacy_46
225,1,11,17,Tuesday,18,40,28,outbound,OTHER,OTHER,other_expenses,other,other,268.3,other_1
226,1,11,19,Thursday,12,21,21,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,24.75,supermarket_groceries_134
56638096,1,11,20,Friday,15,55,54,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,133.0,333340
227,1,11,22,Sunday,9,36,24,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,500.0,cash_158
121326581,1,11,22,Sunday,11,46,29,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,270.0,713783
228,1,11,23,Monday,18,11,30,outbound,SDD,BACS,utilities,phone_internet,other,20.04,phone_internet_4
77112593,1,11,23,Monday,19,26,41,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,96.0,453791
121326585,1,11,25,Wednesday,11,59,37,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1800.0,713783
230,1,11,26,Thursday,14,29,29,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,34.71,supermarket_groceries_82
229,1,11,26,Thursday,19,38,26,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,72.62,electricity_gas_bill_7
166555021,1,11,29,Sunday,12,46,31,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,20.9,979621
231,1,11,29,Sunday,22,58,58,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,16.09,supermarket_groceries_82
232,1,12,1,Tuesday,0,0,17,inbound,WIRE TRANSFER,BACS,income,pension,other,2016.0,pension_1
233,1,12,2,Wednesday,10,53,57,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,cash_52
236,1,12,3,Thursday,18,54,24,outbound,OTHER,OTHER,taxes,other,other,22.0,taxes_1
234,1,12,3,Thursday,21,3,10,outbound,OTHER,OTHER,taxes,other,other,23.0,taxes_1
115537508,1,12,3,Thursday,21,51,57,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,197.6,679882
235,1,12,3,Thursday,23,8,37,outbound,OTHER,OTHER,taxes,other,other,23.0,taxes_1
77112608,1,12,4,Friday,13,50,31,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,78.4,453791
237,1,12,6,Sunday,18,50,50,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,14.9,supermarket_groceries_82
239,1,12,9,Wednesday,11,15,15,outbound,CARD,Visa/Mastercard,shopping,clothing,other,29.9,clothing_50
240,1,12,9,Wednesday,15,40,40,outbound,CARD,Visa/Mastercard,transportation,car,fuel,30.0,fuel_26
241,1,12,9,Wednesday,15,40,40,outbound,CARD,Visa/Mastercard,shopping,clothing,other,25.0,clothing_50
238,1,12,9,Wednesday,19,49,44,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,cash_52
242,1,12,10,Thursday,16,22,7,outbound,CARD,Visa/Mastercard,professional_services,other,other,29.85,professional_services_21
243,1,12,13,Sunday,21,57,57,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,26.36,supermarket_groceries_82
56638133,1,12,14,Monday,8,27,25,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,380.0,333340
244,1,12,14,Monday,19,50,50,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,40.41,supermarket_groceries_82
245,1,12,15,Tuesday,10,59,41,outbound,OTHER,OTHER,other_expenses,other,other,225.0,other_1
246,1,12,15,Tuesday,18,36,23,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,500.0,cash_52
248,1,12,17,Thursday,9,7,7,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,15.1,supermarket_groceries_82
247,1,12,17,Thursday,19,50,50,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,13.5,pharmacy_46
180736612,1,12,21,Monday,6,25,38,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,29.4,1063158
249,1,12,21,Monday,14,29,5,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,500.0,cash_52
251,1,12,22,Tuesday,11,7,20,outbound,SDD,BACS,utilities,phone_internet,other,20.04,phone_internet_4
250,1,12,22,Tuesday,12,22,3,outbound,OTHER,OTHER,taxes,other,other,0.02,taxes_1
252,1,12,22,Tuesday,18,47,47,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,26.7,supermarket_groceries_82
253,1,12,22,Tuesday,21,56,56,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,35.5,pharmacy_46
254,1,12,24,Thursday,18,49,49,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,19.2,supermarket_groceries_82
255,1,12,28,Monday,11,15,15,outbound,CARD,Visa/Mastercard,home,decorations_plants_garden,other,9.95,gardening_11
256,1,12,28,Monday,14,27,27,outbound,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,21.0,pharmacy_46
257,1,12,28,Monday,16,40,40,outbound,CARD,Visa/Mastercard,shopping,other,other,23.4,online_shopping_14
163541084,1,12,28,Monday,17,48,5,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,480.0,961626
258,1,12,29,Tuesday,12,21,21,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,12.12,supermarket_groceries_82
259,1,12,29,Tuesday,16,40,40,outbound,CARD,Visa/Mastercard,shopping,other,other,24.0,online_shopping_14
1269,10,1,31,Friday,21,12,46,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1270,10,2,29,Saturday,19,38,26,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1404,10,3,6,Friday,5,35,17,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,563.0,11
1272,10,3,16,Monday,20,4,30,outbound,SDD,BACS,utilities,phone_internet,other,95.08,phone_internet_3
1273,10,3,31,Tuesday,14,20,23,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1421,10,4,12,Sunday,5,56,16,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,176.8,11
1425,10,4,16,Thursday,3,39,14,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,47.4,11
1428,10,4,17,Friday,19,19,37,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,427.7,11
1277,10,4,23,Thursday,18,2,48,outbound,SDD,BACS,loans_financing,other,other,430.56,financing_1
1278,10,4,30,Thursday,20,7,51,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1279,10,5,15,Friday,22,51,49,outbound,SDD,BACS,utilities,phone_internet,other,95.08,phone_internet_3
1460,10,5,22,Friday,0,20,58,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1118.0,11
1281,10,5,25,Monday,22,56,3,outbound,SDD,BACS,loans_financing,other,other,430.56,financing_1
1282,10,5,31,Sunday,12,25,36,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1475,10,6,3,Wednesday,19,50,57,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,293.4,11
1489,10,6,16,Tuesday,16,46,43,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,308.3,11
1284,10,6,16,Tuesday,23,1,25,outbound,OTHER,OTHER,taxes,other,other,100.8,taxes_1
1286,10,6,23,Tuesday,19,7,30,outbound,SDD,BACS,loans_financing,other,other,430.56,financing_1
1498,10,6,26,Friday,17,0,41,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,499.4,11
1288,10,6,30,Tuesday,23,38,15,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1289,10,7,8,Wednesday,14,12,14,outbound,OTHER,OTHER,taxes,other,other,334.295214175204,taxes_1
1290,10,7,23,Thursday,8,3,58,outbound,SDD,BACS,loans_financing,other,other,430.56,financing_1
1532,10,7,27,Monday,22,14,29,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,464.9,11
1292,10,7,31,Friday,21,3,10,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1536,10,7,31,Friday,21,6,57,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,412.4,11
1294,10,8,14,Friday,22,56,3,inbound,OTHER,LINK,income,other_income,cash_deposits,2000.0,cash_191
1295,10,8,22,Saturday,9,5,11,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,690.0,11
1296,10,8,23,Sunday,19,7,30,inbound,OTHER,LINK,income,other_income,cash_deposits,1515.0832722079358,cash_191
1297,10,8,24,Monday,9,43,43,outbound,SDD,BACS,loans_financing,other,other,430.56,financing_1
1298,10,8,31,Monday,23,8,37,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1590,10,9,14,Monday,2,28,51,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,470.2,11
1300,10,9,23,Wednesday,21,12,46,outbound,SDD,BACS,loans_financing,other,other,430.56,financing_1
1301,10,9,30,Wednesday,18,54,24,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1636,10,10,20,Tuesday,15,23,10,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,517.0,11
1302,10,10,20,Tuesday,21,9,9,outbound,OTHER,OTHER,taxes,other,other,7.2,taxes_1
1639,10,10,22,Thursday,15,1,42,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,172.9,11
1305,10,10,23,Friday,19,38,26,outbound,SDD,BACS,loans_financing,other,other,430.56,financing_1
1641,10,10,25,Sunday,10,51,34,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,129.0,11
1307,10,10,31,Saturday,12,22,3,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1308,10,11,23,Monday,14,20,23,outbound,SDD,BACS,loans_financing,other,other,430.56,financing_1
1680,10,11,26,Thursday,21,19,53,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,92.3,11
1683,10,11,27,Friday,5,31,59,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,109.8,11
1684,10,11,28,Saturday,4,3,54,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,304.0,11
1312,10,11,30,Monday,14,50,37,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
1313,10,12,1,Tuesday,13,31,29,outbound,OTHER,OTHER,taxes,other,other,300.6,taxes_1
1687,10,12,2,Wednesday,20,44,42,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1069.0,11
1315,10,12,23,Wednesday,20,7,51,outbound,SDD,BACS,loans_financing,other,other,430.56,financing_1
1316,10,12,31,Thursday,8,16,52,outbound,OTHER,OTHER,loans_financing,mortgage,other,530.46,financing_1
17857,100,1,3,Friday,0,0,34,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,5046.4,work_income_70
17858,100,1,3,Friday,12,14,56,outbound,CARD,Visa/Mastercard,transportation,car,repairs_maintenance_tires,406.4,car_accessories_maintenance_40
17859,100,1,8,Wednesday,14,55,37,outbound,OTHER,OTHER,taxes,other,other,13.79,taxes_1
17860,100,1,13,Monday,0,28,32,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.8,bank_commission_1
17861,100,1,13,Monday,12,48,47,outbound,WIRE TRANSFER,FPS,home,rent_paid,other,960.0,713579
17862,100,1,20,Monday,18,35,16,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,200.0,cash_98
17863,100,1,24,Friday,16,7,42,outbound,SDD,BACS,utilities,phone_internet,other,32.0,phone_internet_1
17864,100,1,27,Monday,15,57,41,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17865,100,2,4,Tuesday,18,15,7,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,242.08,electricity_gas_bill_10
17866,100,2,5,Wednesday,0,0,56,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,3097.6,work_income_70
17867,100,2,10,Monday,18,0,25,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,200.0,cash_61
17868,100,2,11,Tuesday,23,57,0,outbound,CARD,Visa/Mastercard,financial_assets,other,other,824.0,financial_assets_managed_5
17869,100,2,12,Wednesday,0,9,12,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.8,bank_commission_1
17870,100,2,12,Wednesday,8,32,23,outbound,WIRE TRANSFER,FPS,home,rent_paid,other,960.0,713579
17871,100,2,25,Tuesday,11,41,3,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17872,100,2,26,Wednesday,8,40,49,outbound,OTHER,OTHER,other_expenses,other,other,0.8,other_1
17873,100,2,26,Wednesday,10,2,21,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6720.0,730199
17874,100,2,28,Friday,17,41,12,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,129.3,electricity_gas_bill_10
17875,100,2,28,Friday,19,51,51,outbound,CARD,Visa/Mastercard,transportation,car,fuel,48.35,fuel_46
17876,100,3,4,Wednesday,0,0,31,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,3017.6,work_income_70
17877,100,3,11,Wednesday,12,27,27,outbound,CARD,Visa/Mastercard,transportation,car,fuel,48.0,fuel_167
17878,100,3,12,Thursday,0,5,15,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.8,bank_commission_1
17879,100,3,12,Thursday,18,44,33,outbound,WIRE TRANSFER,FPS,home,rent_paid,other,960.0,713579
17880,100,3,23,Monday,9,31,20,outbound,SDD,BACS,other_expenses,other,other,240.0,other_1
17881,100,3,25,Wednesday,12,22,56,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17882,100,3,31,Tuesday,7,42,55,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,193.92,electricity_gas_bill_10
17883,100,4,3,Friday,7,2,2,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,323.2,supermarket_groceries_36
17884,100,4,6,Monday,0,0,32,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2851.2,work_income_70
17885,100,4,14,Tuesday,0,6,39,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.8,bank_commission_1
17886,100,4,14,Tuesday,11,17,18,outbound,WIRE TRANSFER,FPS,home,rent_paid,other,960.0,713579
17887,100,4,20,Monday,9,45,22,outbound,SDD,BACS,other_expenses,other,other,192.0,other_1
17889,100,4,24,Friday,13,5,17,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6720.0,266945
17888,100,4,24,Friday,15,36,4,outbound,OTHER,OTHER,other_expenses,other,other,0.8,other_1
17890,100,4,27,Monday,14,46,52,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17891,100,4,29,Wednesday,21,24,2,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,128.58,electricity_gas_bill_10
17892,100,5,4,Monday,0,0,29,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2750.4,work_income_70
17893,100,5,11,Monday,4,1,49,outbound,SDD,BACS,other_expenses,other,other,160.0,other_1
17895,100,5,12,Tuesday,0,28,34,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.8,bank_commission_1
17896,100,5,12,Tuesday,8,31,21,outbound,WIRE TRANSFER,FPS,home,rent_paid,other,960.0,713579
17894,100,5,12,Tuesday,12,17,17,outbound,OTHER,OTHER,health,medicines_parapharmacy,other,27.66,pharmacy_89
17897,100,5,13,Wednesday,9,15,15,outbound,CARD,Visa/Mastercard,transportation,car,fuel,64.0,fuel_187
17898,100,5,15,Friday,21,59,6,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,195.52,electricity_gas_bill_10
17899,100,5,25,Monday,7,27,31,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17900,100,6,3,Wednesday,6,21,33,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,92.03,electricity_gas_bill_10
17901,100,6,3,Wednesday,14,34,34,outbound,CARD,Visa/Mastercard,transportation,car,fuel,64.03,fuel_46
17902,100,6,4,Thursday,0,0,10,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2795.2,work_income_70
17903,100,6,13,Saturday,9,2,2,outbound,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,182.4,restaurants_takeaway_73
17904,100,6,19,Friday,19,10,22,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,101.86,electricity_gas_bill_10
