transaction_id,source,target,month,day,weekday,hour,min,sec,channel,payment_system,category_0,category_1,category_2,amount,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
273158176,1607007,supermarket_groceries_105,11,20,Friday,9,7,7,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,133.67,55.0,13258.800000000001,local,local_3,,,0
169935866,999580,other_1,3,19,Thursday,19,6,25,OTHER,OTHER,other_expenses,other,other,285.8,65.0,9246.46,local,local_2,,,0
94183903,554307,supermarket_groceries_127,4,3,Friday,18,45,45,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,120.0,70.0,57327.77,local,local_1,,,0
262918111,1546791,381599,2,11,Tuesday,21,46,38,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1950.0,45.0,9292.335000000001,local,local_3,,,0
149899220,pension_1,881426,12,1,Tuesday,0,0,29,WIRE TRANSFER,BACS,income,pension,other,2055.0,85.0,18938.75,large,large_1,,,0
47014521,276703,domestic_utilities_6,2,25,Tuesday,10,4,30,OTHER,OTHER,utilities,domestic_utilities,other,362.0,65.0,38324.15,large,large_1,,,0
188373072,1108191,bank_commission_1,2,16,Sunday,0,14,6,OTHER,OTHER,commissions_bank_fees,other,other,1.24,60.0,7477.737321043997,local,local_2,,,0
192738622,1133726,insurance_8,8,24,Monday,19,33,16,WIRE TRANSFER,FPS,insurances,other,other,5500.0,75.0,11989.58,large,large_1,,,0
76548977,450508,electricity_gas_bill_10,12,23,Wednesday,16,30,50,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,149.33,60.0,116184.474,local,local_1,,,0
105255326,619413,clothing_70,11,8,Sunday,11,8,8,CARD,Visa/Mastercard,shopping,clothing,other,67.34,30.0,3761.2000000000003,local,local_2,,,0
253149124,1489083,supermarket_groceries_169,5,3,Sunday,13,21,21,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,13.98,40.0,2141.632,large,large_2,,,0
189795757,1116474,restaurants_takeaway_135,8,8,Saturday,13,11,11,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,10.81393497187007,20.0,3129.5875095382053,large_digital,large_digital_1,,,0
53706227,316076,electricity_gas_bill_10,3,25,Wednesday,9,30,57,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,156.53,50.0,5659.2,large,large_1,,,0
278584042,1639104,931830,6,29,Monday,15,50,54,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,54.0,25.0,7183.71,large,large_2,,,0
64752412,380967,pharmacy_57,1,24,Friday,10,6,6,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,18.15,35.0,3089.34,large,large_1,,,0
261403045,1537895,music_29,2,21,Friday,17,27,33,CARD,Visa/Mastercard,leisure,music_readings,other,27.27,60.0,19418.269,local,local_3,,,0
214678558,1262790,restaurants_takeaway_14,2,13,Thursday,14,13,13,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,54.6,20.0,6379.464,large,large_2,,,0
247972964,1458743,fuel_71,11,25,Wednesday,7,11,11,CARD,Visa/Mastercard,transportation,car,fuel,108.04,20.0,82897.776,local,local_3,,,0
34245592,201422,fuel_125,3,18,Wednesday,15,37,37,CARD,Visa/Mastercard,transportation,car,fuel,54.24,30.0,3057.2490000000003,local,local_1,,,0
98567441,580129,fuel_187,12,30,Wednesday,8,14,14,CARD,Visa/Mastercard,transportation,car,fuel,40.0,50.0,48462.62,large_digital,large_digital_1,,,0
110356724,649446,bank_commission_1,2,1,Saturday,0,13,42,OTHER,OTHER,commissions_bank_fees,other,other,3.5582373795202438,20.0,1649.8075967551658,large_digital,large_digital_1,,,0
79419877,467289,cash_78,6,10,Wednesday,20,59,48,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,45.0,31190.809,large,large_1,,,0
276923125,1629384,financing_1,3,31,Tuesday,11,28,37,OTHER,OTHER,loans_financing,mortgage,other,630.8,45.0,67665.042,local,local_3,,,0
218062688,1282649,1282648,3,6,Friday,6,18,5,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,15278.0,25.0,5968.898704834549,large_digital,large_digital_1,,,0
123932913,729006,supermarket_groceries_10,12,9,Wednesday,14,28,28,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,4.0,20.0,160136.7,large_digital,large_digital_1,,,0
197464364,1161673,fuel_155,10,4,Sunday,10,16,16,CARD,Visa/Mastercard,transportation,car,fuel,52.0,40.0,10986.183,large,large_1,,,0
73514685,432579,supermarket_groceries_138,5,30,Saturday,10,10,10,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,5.94,65.0,9998.97,local,local_1,,,0
245576760,1444513,other_1,1,13,Monday,4,19,29,SDD,BACS,money_exchange_between_private_parties,other,other,18.0,30.0,3908.106,large,large_2,,,0
118057011,694662,supermarket_groceries_171,10,28,Wednesday,21,57,57,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,18.96,40.0,78183.344,large_digital,large_digital_1,,,0
192643548,1133170,pharmacy_95,3,30,Monday,21,56,56,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,32.5,60.0,7954.115000000001,local,local_2,,,0
299283647,1760817,online_shopping_13,7,30,Thursday,17,51,51,CARD,Visa/Mastercard,shopping,other,other,2.115,60.0,96.0591041036972,local,local_3,,,0
169335710,996083,domestic_utilities_8,11,26,Thursday,20,22,22,OTHER,OTHER,utilities,domestic_utilities,other,61.36,60.0,19865.58,large,large_1,,,0
18244871,107148,condominium_1,5,6,Wednesday,20,55,12,WIRE TRANSFER,FPS,home,condominium,other,551.8,70.0,44449.42,large,large_1,,,0
209118871,work_income_62,1230134,6,16,Tuesday,0,0,49,WIRE TRANSFER,BACS,income,work_income,channeled_salary,3595.2,35.0,78788.848,local,local_3,,,0
45537952,267952,personal_care_99,3,4,Wednesday,19,57,57,CARD,Visa/Mastercard,shopping,personal_care,cosmetics_beauty_products,190.0,45.0,594454.216,large,large_1,,,0
158691936,933152,bank_commission_1,5,31,Sunday,0,28,17,OTHER,OTHER,commissions_bank_fees,other,other,2.09,40.0,1347.3445681774651,local,local_2,,,0
179279753,1054594,domestic_utilities_4,5,7,Thursday,11,40,21,OTHER,OTHER,utilities,domestic_utilities,other,121.55,55.0,68525.874,local,local_2,,,0
155668519,915406,cash_56,12,7,Monday,11,28,27,CARD,LINK,other_expenses,cash_withdrawal,other,150.0,30.0,33957.742,large,large_1,,,0
216216189,1271800,bank_commission_1,11,24,Tuesday,0,28,13,OTHER,OTHER,commissions_bank_fees,other,other,1.0,65.0,922.0512802294205,local,local_3,,,0
126040689,741305,other_1,7,19,Sunday,19,51,24,CARD,Visa/Mastercard,other_expenses,other,other,30.0,30.0,7735.55,local,local_2,,,0
103284459,607959,other_1,5,30,Saturday,8,41,20,SDD,BACS,other_expenses,other,other,39.0,30.0,20619.443000000003,local,local_2,,,0
135608039,797518,cash_174,5,7,Thursday,10,40,5,CARD,LINK,other_expenses,cash_withdrawal,other,40.0,30.0,7312.928,local,local_2,,,0
75068402,441711,medical_visit_4,5,27,Wednesday,16,48,48,CARD,Visa/Mastercard,health,medical_visits_exams,other,97.5,55.0,5661.37,large,large_1,,,0
276076078,1624295,1041456,7,14,Tuesday,9,29,2,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,215.2516063658332,30.0,105338.83099999999,local,local_2,,,0
183314313,1078223,electricity_gas_bill_7,8,12,Wednesday,19,57,45,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,55.48,30.0,14064.7,local,local_2,,,0
154406777,908087,other_1,4,19,Sunday,8,12,15,CARD,Visa/Mastercard,other_expenses,other,other,188.64,30.0,42416.688,large,large_1,,,0
190011508,1117793,fuel_191,10,16,Friday,18,49,49,CARD,Visa/Mastercard,transportation,car,fuel,48.85864777972017,35.0,10702.104622067423,local,local_2,,,0
152728508,898127,supermarket_groceries_121,2,12,Wednesday,19,49,49,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,11.07,25.0,11131.328000000001,large,large_1,,,0
199898698,1175893,medical_visit_10,4,24,Friday,15,41,41,CARD,Visa/Mastercard,health,medical_visits_exams,other,82.0,75.0,9890.93,local,local_2,,,0
225496035,1326727,other_1,4,12,Sunday,4,59,59,SDD,BACS,money_exchange_between_private_parties,other,other,84.22,30.0,21477.088000000003,large,large_2,,,0
277291003,1631557,1631555,4,12,Sunday,3,24,6,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,7.0,50.0,6131.06986999991,large_digital,large_digital_1,,,0
36271003,213256,bank_commission_1,6,28,Sunday,0,14,18,OTHER,OTHER,commissions_bank_fees,other,other,3.34,35.0,2952.4320000000002,large_digital,large_digital_1,,,0
170953393,pension_1,1005537,11,2,Monday,0,0,36,WIRE TRANSFER,BACS,income,pension,other,686.8,55.0,5416.17,local,local_2,,,0
150170580,883059,supermarket_groceries_199,2,10,Monday,15,34,34,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,22.36,60.0,28294.47,local,local_2,,,0
245649628,1444963,clothing_50,11,8,Sunday,12,13,13,CARD,Visa/Mastercard,shopping,clothing,other,126.65423129470364,50.0,28011.367328031298,local,local_3,,,0
94567748,556569,electricity_gas_bill_8,8,25,Tuesday,11,8,32,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,159.3,20.0,3221.72,large,large_1,,,0
193120002,1135972,jewelry_15,12,29,Tuesday,7,2,2,CARD,Visa/Mastercard,shopping,accessories_jewelry,other,145.0,20.0,13630.35,local,local_2,,,0
189297565,1113592,taxes_1,8,28,Friday,16,55,36,OTHER,OTHER,taxes,other,other,224.9,50.0,90829.04675382208,large,large_1,,,0
289786713,1704885,pharmacy_28,4,23,Thursday,12,17,17,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,76.1,20.0,21332.246,local,local_3,,,0
257132138,1512507,personal_care_73,4,14,Tuesday,9,3,3,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,52.8,45.0,61355.456000000006,local,local_3,,,0
284142022,1671779,supermarket_groceries_81,2,15,Saturday,13,22,22,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,1.58,20.0,2019.76,local,local_3,,,0
153093276,900333,900332,7,26,Sunday,7,30,35,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1637.0,50.0,4887.6459361374455,large,large_1,,,0
22542918,132517,jewelry_14,7,5,Sunday,13,21,21,CARD,Visa/Mastercard,shopping,accessories_jewelry,other,62.4,70.0,1791.0080000000003,local,local_1,,,0
15854925,93017,domestic_utilities_6,6,30,Tuesday,19,38,44,SDD,BACS,utilities,domestic_utilities,multi_services,249.6,75.0,23817.872000000003,large,large_1,,,0
197948073,1164506,furniture_3,11,23,Monday,13,26,26,WIRE TRANSFER,FPS,home,other,other,300.0,25.0,3083.15,large,large_1,,,0
82588580,485999,supermarket_groceries_79,4,12,Sunday,15,34,34,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,41.05,75.0,7143.77,large,large_1,,,0
64109526,377268,condominium_1,11,10,Tuesday,20,9,9,WIRE TRANSFER,FPS,home,condominium,other,640.6,75.0,97701.09,large,large_1,,,0
101258930,595889,pharmacy_25,7,20,Monday,20,56,56,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,16.64,30.0,23465.968,local,local_1,,,0
78871444,464026,online_shopping_1,10,3,Saturday,11,11,11,CARD,Visa/Mastercard,shopping,other,other,45.28,45.0,71796.56,large,large_1,,,0
38548939,226637,hotels_40,7,23,Thursday,21,24,28,CARD,Visa/Mastercard,travel,hotels_bb_etc,other,65.0,30.0,6124.144,large,large_1,,,0
236460777,financial_assets_managed_3,1390808,6,10,Wednesday,3,34,15,WIRE TRANSFER,FPS,financial_assets,managed_account,purchase,14720.0,85.0,20712.26,local,local_3,,,0
203710632,1198427,other_1,3,11,Wednesday,16,24,8,OTHER,OTHER,other_expenses,other,other,0.65,45.0,2154.854,local,local_2,,,0
154958903,financial_assets_managed_13,911256,2,19,Wednesday,12,27,30,OTHER,OTHER,financial_assets,managed_account,purchase,8951.0,65.0,25686.767091782585,local,local_2,,,0
48383453,284701,restaurants_takeaway_141,11,26,Thursday,21,52,52,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,18.0,20.0,14182.74,large,large_1,,,0
216452291,1273203,cash_104,8,8,Saturday,22,8,45,CARD,LINK,other_expenses,cash_withdrawal,other,0.24,60.0,2763.2204115118625,local,local_3,,,0
307367484,1808269,insurance_6,9,1,Tuesday,13,0,11,WIRE TRANSFER,FPS,insurances,life_insurance,other,171.5,25.0,3180.506,large,large_2,,,0
93915471,552682,supermarket_groceries_80,6,9,Tuesday,14,29,29,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,11.86,45.0,28063.674000000003,local,local_1,,,0
292509155,1720821,taxes_1,6,30,Tuesday,12,18,21,OTHER,OTHER,taxes,real_estate_assets,other,1.3,40.0,7485.816,large,large_2,,,0
147500858,867093,bank_commission_1,2,28,Friday,0,14,22,OTHER,OTHER,commissions_bank_fees,other,other,3.8,30.0,17006.729,large_digital,large_digital_1,,,0
71268103,419427,phone_internet_1,11,23,Monday,18,48,43,SDD,BACS,utilities,phone_internet,other,49.95,35.0,2041.65,large_digital,large_digital_1,,,0
25680580,150786,pharmacy_58,10,14,Wednesday,10,6,6,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,63.94823768719975,45.0,6562.188297915907,local,local_1,,,0
115396328,679057,taxes_1,6,30,Tuesday,6,45,19,OTHER,OTHER,taxes,other,other,2961.0,40.0,344517.74,local,local_2,,,0
305150943,1795170,supermarket_groceries_199,7,18,Saturday,21,57,57,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,9.3,40.0,8172.61,large,large_2,,,0
65051186,382739,bank_commission_1,11,30,Monday,0,29,9,OTHER,OTHER,commissions_bank_fees,other,other,4.0,65.0,1695.2181677853878,local,local_1,,,0
56198819,330750,other_1,10,29,Thursday,10,9,59,OTHER,OTHER,other_expenses,other,other,600.0,70.0,8237.72,large,large_1,,,0
87989128,517958,bank_commission_1,7,1,Wednesday,0,8,9,OTHER,OTHER,commissions_bank_fees,other,other,10.19,65.0,29792.55,local,local_1,,,0
273671625,1609962,fuel_156,4,24,Friday,14,33,33,CARD,Visa/Mastercard,transportation,car,fuel,26.48,60.0,812.5999204745211,large,large_2,,,0
88334912,520027,bank_commission_1,4,14,Tuesday,0,22,27,OTHER,OTHER,commissions_bank_fees,other,other,3.97,50.0,322.43951319716746,large,large_1,,,0
28824281,169317,sports_53,12,20,Sunday,15,37,37,WIRE TRANSFER,FPS,leisure,sports,other,64.36733822473968,25.0,4152.560419297123,local,local_1,,,0
282005990,1659220,taxes_1,2,2,Sunday,10,36,32,OTHER,OTHER,taxes,other,other,127.0,65.0,19266.76,large,large_2,,,0
297909403,1752708,clothing_58,6,7,Sunday,15,41,41,CARD,Visa/Mastercard,shopping,clothing,other,71.5975304170697,60.0,1685.9343333452848,large_digital,large_digital_1,,,0
190427083,1120250,phone_internet_2,4,6,Monday,4,10,0,SDD,BACS,utilities,phone_recharges,other,15.99,55.0,8523.22,large,large_1,,,0
278561989,1638970,other_1,2,14,Friday,17,52,9,SDD,BACS,other_expenses,other,other,150.0,80.0,14660.47,local,local_3,,,0
271419099,1596726,supermarket_groceries_181,7,31,Friday,21,56,56,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,29.9,35.0,4319.01,large,large_2,,,0
85696568,504430,taxes_1,5,17,Sunday,9,34,57,OTHER,OTHER,taxes,other,other,155.2,30.0,385253.10400000005,large,large_1,,,0
209630389,cash_27,1233092,9,17,Thursday,21,4,56,OTHER,LINK,income,other_income,cash_deposits,1500.0,40.0,80649.25200000001,local,local_3,,,0
56052846,329903,other_1,8,25,Tuesday,20,27,41,SDD,BACS,other_expenses,other,other,195.0,55.0,58806.683000000005,large,large_1,,,0
280364649,work_income_29,1649526,10,25,Sunday,0,55,10,WIRE TRANSFER,BACS,income,work_income,other,165.1,45.0,46259.343,small_digital,small_digital_2,,,0
161788985,951289,online_shopping_20,1,7,Tuesday,18,55,55,CARD,Visa/Mastercard,shopping,other,other,44.9,60.0,5817.82,large,large_1,,,0
304574947,1791743,supermarket_groceries_48,6,12,Friday,10,10,10,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,27.28,60.0,5889.11,large,large_2,,,0
132475258,779131,supermarket_groceries_142,11,26,Thursday,11,16,16,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,16.62,80.0,6735.33,large,large_1,,,0
121050655,712166,supermarket_groceries_146,9,4,Friday,14,28,28,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,23.93,60.0,20072.52,local,local_2,,,0
66103321,388869,other_1,4,16,Thursday,16,4,17,OTHER,OTHER,other_expenses,other,other,300.0,65.0,9604.88,large,large_1,,,0
128921848,758343,other_1,4,7,Tuesday,14,48,45,OTHER,OTHER,other_expenses,other,other,0.95,25.0,78571.84,large_digital,large_digital_1,,,0
11507357,67509,pharmacy_67,1,3,Friday,11,15,15,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,14.2,55.0,1559.859,large,large_1,,,0
258654191,1521509,1759288,12,29,Tuesday,14,55,9,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,270.0,30.0,15701.814,local,local_3,,,0
90786211,534432,supermarket_groceries_45,11,13,Friday,17,39,39,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,15.2,45.0,12397.168,local,local_1,,,0
303673484,1786445,other_1,5,14,Thursday,9,33,24,SDD,BACS,other_expenses,other,other,285.0,20.0,82522.73799999998,large,large_2,,,0
51793029,304910,cash_34,9,7,Monday,18,49,20,CARD,LINK,other_expenses,cash_withdrawal,other,20.0,30.0,3730.8,large,large_1,,,0
290790723,1710752,fuel_11,11,11,Wednesday,14,34,34,CARD,Visa/Mastercard,transportation,car,fuel,32.0,35.0,91390.68800000001,large_digital,large_digital_1,,,0
170861716,1005021,other_1,4,18,Saturday,18,39,4,OTHER,OTHER,other_expenses,other,other,131.2,30.0,4093.0400000000004,large_digital,large_digital_1,,,0
25692960,150853,other_1,12,30,Wednesday,0,5,40,SDD,BACS,other_expenses,other,other,207.72,35.0,31101.642,local,local_1,,,0
180705827,1062984,bank_commission_1,8,17,Monday,0,3,41,OTHER,OTHER,commissions_bank_fees,other,other,2.49495265137466,40.0,1204.509942316678,small_digital,small_digital_2,,,0
233654689,1374500,supermarket_groceries_100,10,28,Wednesday,14,29,29,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,48.216221115485105,30.0,2574.202697006203,local,local_3,,,0
187399386,1102357,1485101,3,24,Tuesday,9,4,43,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,36.0,45.0,31244.652,large,large_1,,,0
46441894,273309,online_shopping_11,1,30,Thursday,10,8,8,CARD,Visa/Mastercard,shopping,other,other,31.07,30.0,3362.047,large,large_1,,,0
237474148,1396644,restaurants_takeaway_194,10,31,Saturday,0,0,0,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,26.1,25.0,84840.534,local,local_3,,,0
96273159,566656,phone_internet_1,9,9,Wednesday,1,11,26,SDD,BACS,utilities,phone_recharges,other,15.57,35.0,6237.426,local,local_1,,,0
78380612,461172,354350,2,16,Sunday,12,23,23,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,53.14,65.0,13853.81,local,local_1,,,0
148078955,870587,supermarket_groceries_183,10,16,Friday,12,18,18,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,4.9,65.0,14730.1,local,local_2,,,0
31635889,185969,cash_27,9,21,Monday,12,31,53,CARD,LINK,other_expenses,cash_withdrawal,other,70.0,70.0,10354.53,local,local_1,,,0
24986143,146800,other_1,3,20,Friday,18,52,10,OTHER,OTHER,other_expenses,other,other,0.35,35.0,4846.2609999999995,large,large_1,,,0
60864053,358236,bank_commission_1,9,10,Thursday,0,21,53,OTHER,OTHER,commissions_bank_fees,other,other,1.3,55.0,27105.559,large,large_1,,,0
143406634,843195,furniture_15,11,4,Wednesday,17,43,43,CARD,Visa/Mastercard,home,furniture_appliances,other,827.71,30.0,101051.782,large,large_1,,,0
107817118,634372,bank_commission_1,6,4,Thursday,0,25,24,OTHER,OTHER,commissions_bank_fees,other,other,2.09,75.0,2245.11,local,local_2,,,0
136595320,803272,restaurants_takeaway_57,11,19,Thursday,20,44,44,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,19.5,25.0,32175.806,local,local_2,,,0
42352910,249062,supermarket_groceries_157,4,16,Thursday,18,45,45,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,30.18,25.0,28594.656000000003,large_digital,large_digital_1,,,0
140264903,824599,sports_5,8,10,Monday,14,35,35,CARD,Visa/Mastercard,leisure,sports,other,4.0,20.0,5998.137592931546,local,local_2,,,0
163252961,959917,other_1,9,27,Sunday,6,25,32,SDD,BACS,money_exchange_between_private_parties,gift,other,63.0,25.0,72586.728,local,local_2,,,0
6627764,38958,bank_commission_1,7,28,Tuesday,0,2,14,OTHER,OTHER,commissions_bank_fees,other,other,1.0,40.0,85774.44,large,large_1,,,0
181552035,1068000,restaurants_takeaway_67,5,15,Friday,10,4,4,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,36.0,25.0,23615.244,large,large_1,,,0
103269816,taxes_1,607858,1,27,Monday,8,57,3,WIRE TRANSFER,FPS,taxes,lifestyle_taxes,waste_tax,15.650336378235345,20.0,14655.428886914025,large,large_1,,,0
192985760,1135185,other_1,10,13,Tuesday,22,46,5,SDD,BACS,other_expenses,other,other,100.0,35.0,13674.93,local,local_2,,,0
202327675,1190357,supermarket_groceries_84,12,31,Thursday,12,19,19,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,40.28,55.0,109649.26800000001,large,large_1,,,0
195846453,1152134,other_1,12,7,Monday,17,56,39,OTHER,OTHER,other_expenses,other,other,1.3,30.0,44375.708000000006,large,large_1,,,0
8245602,48527,financing_1,9,22,Tuesday,18,39,37,SDD,BACS,loans_financing,financing,vehicle_financing,642.6,35.0,99256.662,large_digital,large_digital_1,,,0
135336669,795921,restaurants_takeaway_90,10,24,Saturday,22,53,53,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,72.9,20.0,83600.55,local,local_2,,,0
290788503,1710740,155719,12,20,Sunday,10,28,51,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,49.0,65.0,26749.38,large,large_1,,,0
253757155,1492626,cash_185,2,14,Friday,13,48,19,CARD,LINK,other_expenses,cash_withdrawal,other,250.0,45.0,9562.878,large,large_2,,,0
80947119,476380,online_shopping_14,12,9,Wednesday,15,38,38,CARD,Visa/Mastercard,shopping,other,other,19.0,20.0,10402.33,large_digital,large_digital_1,,,0
216076282,1270979,foreign_7,12,28,Monday,17,47,27,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,414.0,60.0,47776.64400000001,local,local_3,,,0
12827856,75253,supermarket_groceries_195,7,30,Thursday,18,48,48,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,12.86,25.0,19631.311427095377,large_digital,large_digital_1,,,0
90731916,534122,534121,7,19,Sunday,2,43,5,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,427.5,30.0,-116.3033308985923,large,large_1,,,0
303920425,1787945,1787943,8,10,Monday,23,18,21,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,188.7,25.0,827.9646491134957,local,local_3,,,0
162267705,954105,cash_10,12,29,Tuesday,16,13,51,CARD,LINK,other_expenses,cash_withdrawal,other,50.0,30.0,11641.318000000001,large,large_1,,,0
160714569,945014,fuel_49,6,19,Friday,17,45,45,CARD,Visa/Mastercard,transportation,car,fuel,38.88,40.0,61828.146,local,local_2,,,0
281174200,1654235,supermarket_groceries_10,6,25,Thursday,18,46,46,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,13.52,30.0,989.599,large,large_2,,,0
218334485,1284291,other_1,7,20,Monday,9,46,44,SDD,BACS,other_expenses,other,other,60.0,55.0,24862.3,large,large_2,,,0
297473883,1750079,phone_internet_6,12,23,Wednesday,12,59,18,SDD,BACS,utilities,phone_internet,other,32.0,25.0,4357.744000000001,local,local_3,,,0
84527592,work_income_26,497539,8,25,Tuesday,0,0,5,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2009.8,50.0,30299.970999999998,large,large_1,,,0
178353862,1049062,supermarket_groceries_99,10,10,Saturday,19,50,50,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,42.0,80.0,6575.81,local,local_2,,,0
56169388,330575,803618,12,30,Wednesday,19,10,22,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1900.0,60.0,76765.89,large,large_1,,,0
89462167,526657,other_1,7,17,Friday,10,8,6,CARD,Visa/Mastercard,other_expenses,other,other,41.34,55.0,14092.01,local,local_1,,,0
97056949,571145,cash_61,2,27,Thursday,19,17,0,CARD,LINK,other_expenses,cash_withdrawal,other,100.0,40.0,12449.189999999999,local,local_1,,,0
162422357,955032,other_1,7,28,Tuesday,18,19,47,CARD,Visa/Mastercard,other_expenses,other,other,41.3,55.0,9535.771,local,local_2,,,0
162250193,954005,pharmacy_36,8,27,Thursday,15,30,30,CARD,Visa/Mastercard,health,medicines_parapharmacy,other,93.1,55.0,151404.97699999998,large,large_1,,,0
270411740,1590800,foreign_2,6,4,Thursday,16,16,9,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,21.0,25.0,10947.509999999998,small_digital,small_digital_1,,,0
232833326,1369686,supermarket_groceries_141,3,14,Saturday,18,47,47,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,7.16,30.0,1604.5145812140013,local,local_3,,,0
2737654,16165,supermarket_groceries_98,12,23,Wednesday,15,33,33,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,7.91,25.0,7124.97,large_digital,large_digital_1,,,0
264539838,1556395,other_1,3,19,Thursday,13,41,7,SDD,BACS,other_expenses,other,other,25.67,70.0,4673.29,large,large_2,,,0
13947015,81765,electricity_gas_bill_7,7,21,Tuesday,9,54,13,WIRE TRANSFER,FPS,utilities,domestic_utilities,electricity_gas_bill,69.55,50.0,85611.006,large,large_1,,,0
300470042,1767699,bank_commission_1,11,24,Tuesday,0,11,29,OTHER,OTHER,commissions_bank_fees,other,other,1.6,45.0,19673.008,large,large_2,,,0
241287714,1419194,other_1,3,30,Monday,17,59,29,SDD,BACS,other_expenses,other,other,31.72,50.0,27167.238,local,local_3,,,0
115488968,679624,clothing_86,7,29,Wednesday,6,3,3,CARD,Visa/Mastercard,shopping,clothing,other,126.0,55.0,85284.59400000001,large,large_1,,,0
181594085,1068226,clothing_65,3,15,Sunday,17,51,51,CARD,Visa/Mastercard,shopping,clothing,other,51.28,45.0,41212.275,local,local_2,,,0
257746938,1516137,supermarket_groceries_161,12,16,Wednesday,16,35,35,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,91.57,20.0,19083.272,large,large_2,,,0
102676832,604273,fuel_42,12,19,Saturday,12,24,24,CARD,Visa/Mastercard,transportation,car,fuel,72.05,50.0,75068.19,large,large_1,,,0
73619749,433182,supermarket_groceries_182,12,10,Thursday,10,8,8,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,49.08,60.0,28211.768,large,large_1,,,0
132392789,778642,highway_tolls_1,7,24,Friday,11,25,50,OTHER,OTHER,transportation,car,highway_tolls,11.7,35.0,6163.54,large,large_1,,,0
